BAS/BAS_0001.tiff BAS nan nan
BAS/BAS_0002.tiff BAS nan nan
BAS/BAS_0003.tiff BAS nan nan
BAS/BAS_0004.tiff BAS nan nan
BAS/BAS_0005.tiff BAS nan nan
BAS/BAS_0006.tiff BAS nan nan
BAS/BAS_0007.tiff BAS nan nan
BAS/BAS_0008.tiff BAS nan nan
BAS/BAS_0009.tiff BAS nan nan
BAS/BAS_0010.tiff BAS nan nan
BAS/BAS_0011.tiff BAS nan nan
BAS/BAS_0012.tiff BAS nan nan
BAS/BAS_0013.tiff BAS nan nan
BAS/BAS_0014.tiff BAS nan nan
BAS/BAS_0015.tiff BAS nan nan
BAS/BAS_0016.tiff BAS nan nan
BAS/BAS_0017.tiff BAS nan nan
BAS/BAS_0018.tiff BAS nan nan
BAS/BAS_0019.tiff BAS nan nan
BAS/BAS_0020.tiff BAS nan nan
BAS/BAS_0021.tiff BAS UNC UNC
BAS/BAS_0022.tiff BAS nan nan
BAS/BAS_0023.tiff BAS nan nan
BAS/BAS_0024.tiff BAS nan nan
BAS/BAS_0025.tiff BAS nan nan
BAS/BAS_0026.tiff BAS BAS BAS
BAS/BAS_0027.tiff BAS nan nan
BAS/BAS_0028.tiff BAS nan nan
BAS/BAS_0029.tiff BAS nan nan
BAS/BAS_0030.tiff BAS nan nan
BAS/BAS_0031.tiff BAS nan nan
BAS/BAS_0032.tiff BAS nan nan
BAS/BAS_0033.tiff BAS nan nan
BAS/BAS_0034.tiff BAS nan nan
BAS/BAS_0035.tiff BAS nan nan
BAS/BAS_0036.tiff BAS nan nan
BAS/BAS_0037.tiff BAS nan nan
BAS/BAS_0038.tiff BAS nan nan
BAS/BAS_0039.tiff BAS nan nan
BAS/BAS_0040.tiff BAS EOS EOS
BAS/BAS_0041.tiff BAS nan nan
BAS/BAS_0042.tiff BAS nan nan
BAS/BAS_0043.tiff BAS nan nan
BAS/BAS_0044.tiff BAS nan nan
BAS/BAS_0045.tiff BAS nan nan
BAS/BAS_0046.tiff BAS nan nan
BAS/BAS_0047.tiff BAS nan nan
BAS/BAS_0048.tiff BAS nan nan
BAS/BAS_0049.tiff BAS nan nan
BAS/BAS_0050.tiff BAS nan nan
BAS/BAS_0051.tiff BAS nan nan
BAS/BAS_0052.tiff BAS BAS BAS
BAS/BAS_0053.tiff BAS nan nan
BAS/BAS_0054.tiff BAS nan nan
BAS/BAS_0055.tiff BAS nan nan
BAS/BAS_0056.tiff BAS nan nan
BAS/BAS_0057.tiff BAS nan nan
BAS/BAS_0058.tiff BAS nan nan
BAS/BAS_0059.tiff BAS nan nan
BAS/BAS_0060.tiff BAS nan nan
BAS/BAS_0061.tiff BAS nan nan
BAS/BAS_0062.tiff BAS nan nan
BAS/BAS_0063.tiff BAS nan nan
BAS/BAS_0064.tiff BAS nan nan
BAS/BAS_0065.tiff BAS nan nan
BAS/BAS_0066.tiff BAS nan nan
BAS/BAS_0067.tiff BAS nan nan
BAS/BAS_0068.tiff BAS nan nan
BAS/BAS_0069.tiff BAS nan nan
BAS/BAS_0070.tiff BAS nan nan
BAS/BAS_0071.tiff BAS nan nan
BAS/BAS_0072.tiff BAS nan nan
BAS/BAS_0073.tiff BAS nan nan
BAS/BAS_0074.tiff BAS BAS BAS
BAS/BAS_0075.tiff BAS nan nan
BAS/BAS_0076.tiff BAS nan nan
BAS/BAS_0077.tiff BAS nan nan
BAS/BAS_0078.tiff BAS nan nan
BAS/BAS_0079.tiff BAS nan nan
EBO/EBO_0001.tiff EBO nan nan
EBO/EBO_0002.tiff EBO nan nan
EBO/EBO_0003.tiff EBO nan nan
EBO/EBO_0004.tiff EBO EBO EBO
EBO/EBO_0005.tiff EBO nan nan
EBO/EBO_0006.tiff EBO nan nan
EBO/EBO_0007.tiff EBO EBO EBO
EBO/EBO_0008.tiff EBO EBO EBO
EBO/EBO_0009.tiff EBO EBO EBO
EBO/EBO_0010.tiff EBO nan nan
EBO/EBO_0011.tiff EBO nan nan
EBO/EBO_0012.tiff EBO nan nan
EBO/EBO_0013.tiff EBO nan nan
EBO/EBO_0014.tiff EBO LYT EBO
EBO/EBO_0015.tiff EBO nan nan
EBO/EBO_0016.tiff EBO nan nan
EBO/EBO_0017.tiff EBO nan nan
EBO/EBO_0018.tiff EBO nan nan
EBO/EBO_0019.tiff EBO nan nan
EBO/EBO_0020.tiff EBO nan nan
EBO/EBO_0021.tiff EBO nan nan
EBO/EBO_0022.tiff EBO nan nan
EBO/EBO_0023.tiff EBO nan nan
EBO/EBO_0024.tiff EBO nan nan
EBO/EBO_0025.tiff EBO nan nan
EBO/EBO_0026.tiff EBO nan nan
EBO/EBO_0027.tiff EBO UNC EBO
EBO/EBO_0028.tiff EBO EBO EBO
EBO/EBO_0029.tiff EBO nan nan
EBO/EBO_0030.tiff EBO EBO EBO
EBO/EBO_0031.tiff EBO nan nan
